C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_200.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_200.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_200.jpg,0,0,0,1.383689E-05
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_275.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_275.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_275.jpg,0,0,0,3.459382E-07
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_348.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_348.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_348.jpg,0,0,0,1.360538E-06
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_422.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_422.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_422.jpg,0,0,0,3.666282E-06
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_497.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_497.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_497.jpg,0,0,0,1.284122E-05
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_569.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_569.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_569.jpg,0,0,0,9.979261E-06
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_644.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_644.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_644.jpg,0,0,0,8.750029E-06
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_717.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_717.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_717.jpg,0,0,0,1.673362E-05
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_791.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_791.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_791.jpg,0,0,0,2.891217E-06
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_862.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_862.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_862.jpg,0,0,0,1.819223E-05
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_55_937.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_55_937.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_55_937.jpg,0,0,0,1.8762E-05
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_011.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_011.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_011.jpg,0,0,0,1.436735E-05
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_087.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_087.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_087.jpg,0,0,0,2.620838E-05
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_160.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_160.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_160.jpg,0,0,0,5.892737E-06
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_236.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_236.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_236.jpg,0,0,0,1.510807E-06
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_306.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_306.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_306.jpg,0,0,0,9.385356E-06
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_382.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_382.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_382.jpg,0,0,0,1.273164E-06
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_457.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_457.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_457.jpg,-0.1,0.2227569,0,0.1444281
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_528.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_528.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_528.jpg,-0.25,0.4382052,0,0.3755389
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_601.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_601.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_601.jpg,-0.45,0.6589848,0,0.9118195
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_676.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_676.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_676.jpg,-0.6500001,0.8821191,0,1.725743
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_751.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_751.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_751.jpg,-0.8500001,1,0,2.625399
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_825.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_825.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_825.jpg,-1,1,0,3.289967
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_900.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_900.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_900.jpg,-1,1,0,4.185626
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_56_974.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_56_974.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_56_974.jpg,-1,1,0,5.077875
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_050.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_050.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_050.jpg,0,1,0,5.880639
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_121.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_121.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_121.jpg,0,1,0,6.525208
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_193.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_193.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_193.jpg,0,1,0,7.435399
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_271.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_271.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_271.jpg,0,1,0,8.342037
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_345.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_345.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_345.jpg,0,1,0,9.017518
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_417.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_417.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_417.jpg,0,1,0,9.912
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_487.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_487.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_487.jpg,-0.05,1,0,10.57772
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_560.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_560.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_560.jpg,-0.25,1,0,11.53863
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_633.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_633.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_633.jpg,-0.45,1,0,12.35909
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_709.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_709.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_709.jpg,-0.6500001,1,0,13.10212
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_782.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_782.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_782.jpg,0,1,0,13.5632
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_856.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_856.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_856.jpg,0,1,0,14.41862
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_57_930.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_57_930.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_57_930.jpg,0,1,0,15.20374
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_58_004.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_58_004.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_58_004.jpg,0,1,0,15.94632
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_58_077.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_58_077.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_58_077.jpg,0,1,0,16.77027
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_58_152.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_58_152.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_58_152.jpg,-0.2,1,0,17.58394
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_58_230.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_58_230.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_58_230.jpg,-0.4,1,0,18.34177
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_58_302.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_58_302.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_58_302.jpg,-0.5500001,1,0,18.86379
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_58_377.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_58_377.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_58_377.jpg,0,1,0,19.65984
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_58_446.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_58_446.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_58_446.jpg,0,1,0,20.22673
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_58_521.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_58_521.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_58_521.jpg,0,1,0,21.03469
C:\Users\jaipr\Desktop\dataset\IMG\center_2021_03_03_11_55_58_594.jpg,C:\Users\jaipr\Desktop\dataset\IMG\left_2021_03_03_11_55_58_594.jpg,C:\Users\jaipr\Desktop\dataset\IMG\right_2021_03_03_11_55_58_594.jpg,-0.1,1,0,21.83689
